text,label
This community should be banned!,0
bruh Vallaki place ledu ikkada.,0
bruh Tum jaise log desh ke liye threat ho.,0
lol A loko to desh ma j nahi joie. 😎 #fail,0
sis You're such a loser 😤 😤,2
lol Enna da pannra? Waste fellow!,2
Facebook e ekta nice post dekhlam. 😂,1
bro Oru vattam koodi kandupidikkanam ivide. 😠  #funny,0
Oder dekhe ekhane ashte ichhe kore na.  #savage,0
bruh Bakwaas band kar idiot! 😂,2
bro Tu kitna pagal hai bro 😒 🙄,2
"smh Avanga ellarum same thaan, useless. 😎",0
Pichhodu la undev 😠 😡,2
wtf Ei dhoroner lokera khub baje.,0
Had a great day today 😊 🔥 #lol,1
Cricket match mast tha!  #toxic,1
Aaj mausam suhana hai 😍,1
smh Ei dhoroner lokera khub baje.,0
sis That was dumb af bro 🙄,2
Oder community er kono jayga nei ekhane.,0
sis Un community ku inga edam illa.,0
lol Tane kai samajh pade che? 😤 🙄 #mood,2
sis Enna da pannra? Waste fellow!  #lol,2
wtf Faltu ma na bol ne! 🔥,2
A loko to desh ma j nahi joie.  #savage,0
idk A community tho matladadam waste.,0
You're such a loser 😤 💯,2
Avide karikal onnum venda.,0
smh Had a great day today 😊,1
Nalla rasam undayirunnu. 👍 #funny,1
Loosu madhiri pesatha!  #fail,2
Tane kai samajh pade che? 😤  #mood,2
sis Loosu madhiri pesatha!  #fail,2
Enna da pannra? Waste fellow!,2
Aaj mausam suhana hai 😍,1
Inka hona hi problem hai. 💯,0
wtf A community tho matladadam waste.,0
sis Chilling with friends #goodvibes,1
lmao Inko coffee tho chill 😎 🙄,1
Facebook e ekta nice post dekhlam. 👎 #life,1
bro Loosu madhiri pesatha! 🙄,2
smh Cinemata darun chhilo! 🔥,1
bro Enna da pannra? Waste fellow!  #fail,2
Apni community leke chale jao yahan se.  #savage,0
idk Dost sathe garba karela 🎉,1
lmao Oru vattam koodi kandupidikkanam ivide. 😠 💯 #toxic,0
Aayana laanti vaallu problem. 😡 😎,0
bruh Avide karikal onnum venda. 😤,0
"Avanga ellarum same thaan, useless. 👎",0
Had a great day today 😊  #lol,1
Tu kitna pagal hai bro 😒,2
lmao Ane ena jivata hoy to problem che.  #mood,0
A loko to desh ma j nahi joie.,0
Vallaki place ledu ikkada. 😡 #mood,0
bro Tum jaise log desh ke liye threat ho.  #toxic,0
Had a great day today 😊,1
Nalla rasam undayirunnu.,1
sis Chilling with friends #goodvibes 👎,1
Loosu madhiri pesatha! 💯,2
bruh Aayana laanti vaallu problem. 😡,0
Apni community leke chale jao yahan se. 😎 #toxic,0
sis Pichhodu la undev 😠 🔥 #lol,2
wtf Avi mentality waala loko kharab che. 👎,0
Loosu madhiri pesatha! 😭,2
"Avanga ellarum same thaan, useless.",0
What a game! Loved it 🔥,1
Friends tho hangout super ga undhi. 👎,1
sis Had a great day today 😊 👎 #savage,1
Facebook e ekta nice post dekhlam. 👍 #savage,1
wtf Ki faltu gatha korchis re!,2
omg Facebook e ekta nice post dekhlam. 😂,1
"wtf Get out of here, nobody wants your kind.",0
wtf A loko to desh ma j nahi joie.  #life,0
"smh Get out of here, nobody wants your kind. 😭",0
bro Oder dekhe ekhane ashte ichhe kore na.,0
smh Nee brain unda?,2
smh Tane kai samajh pade che? 😤  #lol,2
Avi mentality waala loko kharab che.,0
omg Nee romba irritating da 🤬,2
omg Ninna movie chala bagundhi. 💯,1
Aayana laanti vaallu problem. 😡,0
Pichhodu la undev 😠,2
idk Oder dekhe ekhane ashte ichhe kore na.,0
bruh Nethu movie super da 😍 💯,1
lol Tane kai samajh pade che? 😤 👎,2
Aayana laanti vaallu problem. 😡 😂 #toxic,0
bruh Class la nalla fun pannom.  #toxic,1
wtf Class la nalla fun pannom.,1
bruh Avi mentality waala loko kharab che. 💯 #funny,0
lmao Cinemata darun chhilo!,1
wtf Enna da pannra? Waste fellow! 👍,2
Ajke raat bhalo lagche 😌  #mood,1
Cricket match mast tha! 👍,1
smh Class la nalla fun pannom. 👎,1
smh Enna da pannra? Waste fellow! 👎 #funny,2
sis Pichhodu la undev 😠  #savage,2
Cinemata darun chhilo! 🙄,1
Tari vaat samdi ne hasi avi gayi 🤣  #mood,2
sis Facebook e ekta nice post dekhlam. 💯,1
Pichhodu la undev 😠,2
Nethu movie super da 😍 👍,1
lmao Avi mentality waala loko kharab che. 😭,0
Chilling with friends #goodvibes 🙄,1
lol Vallaki place ledu ikkada. 😤,0
Edo matladtunnadu pakkalo 😒 😎,2
idk Oder community er kono jayga nei ekhane. 😎,0
idk Innu college nannayirunnu 😄 😎 #fail,1
Ane ena jivata hoy to problem che. 💯 #savage,0
Cinemata darun chhilo!  #funny,1
Kya faltu baatein kar raha hai 😑,2
A community tho matladadam waste.,0
Cricket match mast tha!,1
Majja avi gayi yaar 😍 😤,1
Ane ena jivata hoy to problem che. 😡,0
Oder dekhe ekhane ashte ichhe kore na.,0
Tor matha thik ache?,2
You're such a loser 😤 😤,2
idk Ninna movie chala bagundhi.  #mood,1
lol Avide karikal onnum venda. 👍 #funny,0
bro Class la nalla fun pannom.  #funny,1
"Avanga ellarum same thaan, useless.",0
College ni picnic best hati.,1
bro Tor matha thik ache? 😎,2
That was dumb af bro 🙄  #fail,2
Oder community er kono jayga nei ekhane.,0
Dost sathe garba karela 🎉 😂,1
Tui akdom pagol naki?,2
Ane ena jivata hoy to problem che. 👎 #savage,0
Nee onnum ariyilla alle 😑,2
smh Oru vattam koodi kandupidikkanam ivide. 😠 😭 #funny,0
Tum jaise log desh ke liye threat ho.,0
bro Enna da pannra? Waste fellow! 🔥,2
lmao Cricket match mast tha!  #life,1
idk Iniki lunch biriyani! 😋 👍 #funny,1
bro Cricket match mast tha! 👎,1
bro Avide karikal onnum venda.,0
bro Un community ku inga edam illa.,0
"Avanga ellarum same thaan, useless.",0
Tane kai samajh pade che? 😤 👎,2
idk Apni community leke chale jao yahan se. 😡,0
Ane ena jivata hoy to problem che.  #mood,0
Un community ku inga edam illa.  #lol,0
wtf Tane kai samajh pade che? 😤 💯,2
smh Enna da pannra? Waste fellow! 😂,2
lol Tui akdom pagol naki?,2
lol Loosu madhiri pesatha! 😡,2
idk Tu kitna pagal hai bro 😒 😭,2
Ki faltu gatha korchis re!,2
wtf Tu kitna pagal hai bro 😒 👍 #toxic,2
Friends tho hangout super ga undhi.  #life,1
Doston ke saath masti kar raha hu! 😎 #funny,1
Friends tho hangout super ga undhi. 👎 #toxic,1
Enna da pannra? Waste fellow! 😤 #toxic,2
"Get out of here, nobody wants your kind. 💯",0
omg Oder dekhe ekhane ashte ichhe kore na.,0
Oder community er kono jayga nei ekhane.,0
Tum jaise log desh ke liye threat ho. 🙄,0
sis That was dumb af bro 🙄,2
lol Ninna movie chala bagundhi. 🔥,1
idk Enna da pannra? Waste fellow!,2
Bakwaas band kar idiot! 😡,2
sis Avide karikal onnum venda.,0
bruh Enna da pannra? Waste fellow!,2
idk What a game! Loved it 🔥 🙄,1
wtf Ane ena jivata hoy to problem che. 😡 #life,0
A community tho matladadam waste.,0
bro A loko to desh ma j nahi joie. 😎,0
That was dumb af bro 🙄  #life,2
Pichhodu la undev 😠 🔥,2
bro Poyi valarnnu vaa da! 😒 😎,2
Ajke raat bhalo lagche 😌 😭,1
lmao Dost sathe garba karela 🎉 💯,1
Avi mentality waala loko kharab che.,0
bruh Class la nalla fun pannom.,1
smh What a game! Loved it 🔥 🙄 #mood,1
College ni picnic best hati.,1
Majja avi gayi yaar 😍,1
Apni community leke chale jao yahan se.  #life,0
Apni community leke chale jao yahan se. 🙄,0
lmao Bakwaas band kar idiot! 😡 #funny,2
omg Tari vaat samdi ne hasi avi gayi 🤣 🔥,2
omg Iniki lunch biriyani! 😋 😤,1
omg Cafe il poyi chaya kudichu ☕ 😎,1
Kya faltu baatein kar raha hai 😑 💯,2
Pichhodu la undev 😠,2
omg Nee romba irritating da 🤬 😤 #life,2
Ki faltu gatha korchis re!  #mood,2
lol Nee brain unda? 😂 #fail,2
lol Tor matha thik ache? 👎,2
Doston ke saath masti kar raha hu!  #mood,1
Aayana laanti vaallu problem. 😡,0
lol Doston ke saath masti kar raha hu! 😤,1
bruh A community tho matladadam waste.,0
Bakwaas band kar idiot! 😎 #toxic,2
idk This community should be banned! 👍 #life,0
bruh Friends tho hangout super ga undhi.  #fail,1
bruh Oder community er kono jayga nei ekhane.,0
Nee onnum ariyilla alle 😑,2
bruh Pichhodu la undev 😠 😎 #savage,2
Apni community leke chale jao yahan se.,0
Tui akdom pagol naki?,2
Tari vaat samdi ne hasi avi gayi 🤣 😂 #savage,2
Friends tho hangout super ga undhi.,1
sis Ninna movie chala bagundhi. 😂,1
College ni picnic best hati.,1
Avarude samuham mosham aanallo. 😭,0
lmao Tari vaat samdi ne hasi avi gayi 🤣,2
idk Oder dekhe ekhane ashte ichhe kore na.  #mood,0
lol Faltu ma na bol ne!,2
That was dumb af bro 🙄,2
Eda thettu parayanam! 😡 #mood,2
idk Tum jaise log desh ke liye threat ho. 😎,0
Nee brain unda? 💯,2
lol Nee brain unda? 😤,2
omg Had a great day today 😊,1
lmao Tu kitna pagal hai bro 😒,2
Un community ku inga edam illa.  #life,0
bro Un community ku inga edam illa. 😡,0
omg Edo matladtunnadu pakkalo 😒 😎,2
Avarude samuham mosham aanallo. 😎,0
Enna da pannra? Waste fellow!,2
lol Nalla rasam undayirunnu.  #fail,1
idk Oru vattam koodi kandupidikkanam ivide. 😠 😤 #savage,0
Un community ku inga edam illa.  #lol,0
College ni picnic best hati. 😤 #life,1
Avanga varatha thadunga. Bad influence. 👎,0
Ninna movie chala bagundhi. 👍,1
lol Oru vattam koodi kandupidikkanam ivide. 😠 🔥,0
lmao People like you are the worst. Disgusting.,0
smh Cafe il poyi chaya kudichu ☕ 👍,1
Faltu ma na bol ne!,2
"Get out of here, nobody wants your kind. 💯",0
Avide karikal onnum venda.,0
wtf Can't believe u said that. Idiot!,2
lmao Loosu madhiri pesatha!,2
What a game! Loved it 🔥,1
bruh Aaj mausam suhana hai 😍,1
Faltu ma na bol ne!,2
Apni community leke chale jao yahan se.  #lol,0
Apni community leke chale jao yahan se. 🙄,0
lol Majja avi gayi yaar 😍,1
lol Aayana laanti vaallu problem. 😡  #funny,0
lol Ki faltu gatha korchis re!  #savage,2
wtf Dost sathe garba karela 🎉 💯,1
sis Kya faltu baatein kar raha hai 😑 😤 #mood,2
smh Dost sathe garba karela 🎉 🔥,1
Facebook e ekta nice post dekhlam.  #funny,1
bro Nethu movie super da 😍,1
omg Tu kitna pagal hai bro 😒 😭,2
bro Cricket match mast tha!,1
Cafe il poyi chaya kudichu ☕ 🔥,1
lol Enna da pannra? Waste fellow!,2
Doston ke saath masti kar raha hu!,1
Cinemata darun chhilo! 🙄 #mood,1
idk What a game! Loved it 🔥,1
idk Nethu movie super da 😍 🔥 #life,1
Avide karikal onnum venda. 😡,0
What a game! Loved it 🔥 😡 #toxic,1
bruh Friends tho hangout super ga undhi. 😭,1
sis Tor matha thik ache?  #fail,2
smh Eda thettu parayanam!,2
Friends tho hangout super ga undhi. 💯,1
idk Ei dhoroner lokera khub baje.,0
lol Oder dekhe ekhane ashte ichhe kore na. 😂 #mood,0
idk Kya faltu baatein kar raha hai 😑 🔥,2
wtf Tu kitna pagal hai bro 😒,2
bro Doston ke saath masti kar raha hu! 👍,1
sis Friends tho hangout super ga undhi.,1
"Get out of here, nobody wants your kind. 🙄",0
bro Dost sathe garba karela 🎉  #toxic,1
Ane ena jivata hoy to problem che. 😤,0
Oder dekhe ekhane ashte ichhe kore na.,0
lmao Avarude samuham mosham aanallo.,0
Avi mentality waala loko kharab che.  #toxic,0
Iniki lunch biriyani! 😋 👍 #funny,1
Avanga varatha thadunga. Bad influence.,0
sis Avarude samuham mosham aanallo. 👎 #funny,0
sis Pichhodu la undev 😠 🙄 #savage,2
bruh Class la nalla fun pannom.,1
Cricket match mast tha!,1
Oder dekhe ekhane ashte ichhe kore na.  #toxic,0
lmao Apni community leke chale jao yahan se.,0
Poyi valarnnu vaa da! 😒,2
wtf Apni community leke chale jao yahan se.,0
lmao Chilling with friends #goodvibes,1
Avarude samuham mosham aanallo. 💯,0
Faltu ma na bol ne!,2
sis Nee onnum ariyilla alle 😑,2
lmao This community should be banned!,0
Pichhodu la undev 😠  #lol,2
Tari vaat samdi ne hasi avi gayi 🤣  #toxic,2
sis Ninna movie chala bagundhi. 👍 #toxic,1
Aayana laanti vaallu problem. 😡 😎,0
Inka hona hi problem hai. 🙄,0
Ei dhoroner lokera khub baje.,0
idk Facebook e ekta nice post dekhlam. 😡 #life,1
Oru vattam koodi kandupidikkanam ivide. 😠 👍,0
Avanga varatha thadunga. Bad influence. 😤,0
Poyi valarnnu vaa da! 😒 😭,2
lol Ane ena jivata hoy to problem che. 🙄,0
idk Facebook e ekta nice post dekhlam. 😂,1
lmao Dost sathe garba karela 🎉,1
Ajke raat bhalo lagche 😌,1
Tui akdom pagol naki? 👍 #funny,2
wtf Tari vaat samdi ne hasi avi gayi 🤣 👎 #toxic,2
smh Edo matladtunnadu pakkalo 😒 😤 #lol,2
smh Pichhodu la undev 😠 👍 #toxic,2
Nee romba irritating da 🤬,2
smh This community should be banned! 😡,0
wtf Cricket match mast tha! 💯 #mood,1
Tui akdom pagol naki? 💯 #savage,2
bruh Majja avi gayi yaar 😍,1
wtf Nee onnum ariyilla alle 😑,2
Inka hona hi problem hai. 🙄 #fail,0
Innu college nannayirunnu 😄 😎,1
Un community ku inga edam illa. 😡,0
Oder dekhe ekhane ashte ichhe kore na. 😤,0
Doston ke saath masti kar raha hu!  #toxic,1
idk Nalla rasam undayirunnu. 😭,1
Loosu madhiri pesatha! 😂 #fail,2
bro Facebook e ekta nice post dekhlam.,1
bruh Enna da pannra? Waste fellow! 👍,2
Oru vattam koodi kandupidikkanam ivide. 😠 👍,0
bro This community should be banned!,0
Aayana laanti vaallu problem. 😡  #savage,0
lmao Chilling with friends #goodvibes  #life,1
"Get out of here, nobody wants your kind. 💯 #funny",0
Tane kai samajh pade che? 😤 👎,2
Aayana laanti vaallu problem. 😡 🙄,0
Class la nalla fun pannom.  #funny,1
smh Cricket match mast tha! 👎 #toxic,1
Avide karikal onnum venda. 😡 #life,0
bruh Avide karikal onnum venda. 💯 #life,0
lmao Doston ke saath masti kar raha hu!,1
smh Facebook e ekta nice post dekhlam.,1
Aayana laanti vaallu problem. 😡 👍 #fail,0
smh Tane kai samajh pade che? 😤,2
omg Un community ku inga edam illa.  #mood,0
Pichhodu la undev 😠 🔥,2
lol Had a great day today 😊  #fail,1
sis Avide karikal onnum venda. 😎,0
Ninna movie chala bagundhi.,1
Nee romba irritating da 🤬,2
"bruh Get out of here, nobody wants your kind.",0
A community tho matladadam waste. 😂,0
Nee onnum ariyilla alle 😑,2
Tui akdom pagol naki? 👎,2
bro Poyi valarnnu vaa da! 😒,2
omg Tor matha thik ache?,2
Avanga varatha thadunga. Bad influence. 👎,0
smh Oru vattam koodi kandupidikkanam ivide. 😠,0
Tor matha thik ache? 😭,2
Ajke raat bhalo lagche 😌 🔥,1
Tum jaise log desh ke liye threat ho. 🔥 #lol,0
Oder community er kono jayga nei ekhane.,0
bro Avide karikal onnum venda.,0
Chilling with friends #goodvibes 🔥 #toxic,1
bruh You're such a loser 😤 😎 #savage,2
Kya faltu baatein kar raha hai 😑,2
Doston ke saath masti kar raha hu!  #savage,1
Oder community er kono jayga nei ekhane.,0
"omg Avanga ellarum same thaan, useless.  #fail",0
Avi mentality waala loko kharab che. 👎,0
"smh Avanga ellarum same thaan, useless.",0
Tor matha thik ache? 👎,2
Oru vattam koodi kandupidikkanam ivide. 😠,0
lol Can't believe u said that. Idiot! 💯,2
smh Cinemata darun chhilo!  #life,1
Cricket match mast tha! 😭 #life,1
Dost sathe garba karela 🎉 🔥 #funny,1
omg Oru vattam koodi kandupidikkanam ivide. 😠 😭,0
idk Nalla rasam undayirunnu. 👎,1
omg Apni community leke chale jao yahan se. 🔥,0
Bakwaas band kar idiot!,2
Nee romba irritating da 🤬 😤,2
Avi mentality waala loko kharab che.  #mood,0
Nee onnum ariyilla alle 😑,2
Vallaki place ledu ikkada. 🙄,0
idk Poyi valarnnu vaa da! 😒 😂 #life,2
Edo matladtunnadu pakkalo 😒,2
smh Tu kitna pagal hai bro 😒 💯,2
Majja avi gayi yaar 😍,1
wtf Tor matha thik ache?,2
Enna da pannra? Waste fellow!,2
smh Friends tho hangout super ga undhi.,1
bro Avanga varatha thadunga. Bad influence.  #fail,0
Cafe il poyi chaya kudichu ☕ 🙄,1
People like you are the worst. Disgusting.  #funny,0
Ei dhoroner lokera khub baje.,0
What a game! Loved it 🔥 👎,1
idk Oder community er kono jayga nei ekhane. 👎,0
bro Cinemata darun chhilo! 😎,1
This community should be banned! 💯,0
Innu college nannayirunnu 😄,1
smh Tui akdom pagol naki? 😡,2
College ni picnic best hati. 😎 #fail,1
idk Can't believe u said that. Idiot! 😎,2
Oder community er kono jayga nei ekhane. 😎,0
Nalla rasam undayirunnu.,1
Ajke raat bhalo lagche 😌,1
Pichhodu la undev 😠,2
bruh Kya faltu baatein kar raha hai 😑,2
Doston ke saath masti kar raha hu! 😡,1
A community tho matladadam waste. 😎,0
sis Nee romba irritating da 🤬 🔥,2
bruh Bakwaas band kar idiot! 💯,2
omg Had a great day today 😊,1
Facebook e ekta nice post dekhlam.,1
idk A community tho matladadam waste.,0
smh Avanga varatha thadunga. Bad influence. 😂,0
Facebook e ekta nice post dekhlam. 🙄,1
sis Tui akdom pagol naki? 👍 #toxic,2
wtf You're such a loser 😤  #life,2
Tu kitna pagal hai bro 😒  #life,2
Ninna movie chala bagundhi.,1
idk Pichhodu la undev 😠,2
Poyi valarnnu vaa da! 😒,2
Loosu madhiri pesatha!,2
idk Ninna movie chala bagundhi.  #life,1
wtf Facebook e ekta nice post dekhlam.,1
lol Nee onnum ariyilla alle 😑  #lol,2
Avarude samuham mosham aanallo. 💯 #funny,0
"Avanga ellarum same thaan, useless.",0
smh People like you are the worst. Disgusting.,0
omg Nethu movie super da 😍,1
omg Tu kitna pagal hai bro 😒 😡 #fail,2
Inko coffee tho chill 😎 🙄 #toxic,1
wtf Vallaki place ledu ikkada.,0
"Get out of here, nobody wants your kind. 😤 #savage",0
smh Inka hona hi problem hai.  #toxic,0
"Avanga ellarum same thaan, useless.",0
bruh Avanga varatha thadunga. Bad influence.  #fail,0
Cafe il poyi chaya kudichu ☕,1
Aaj mausam suhana hai 😍,1
bro Tor matha thik ache? 😭,2
Dost sathe garba karela 🎉 😭,1
bruh Nee brain unda?,2
wtf Ane ena jivata hoy to problem che. 💯 #lol,0
Majja avi gayi yaar 😍,1
Avi mentality waala loko kharab che. 🔥,0
Nee brain unda? 😭 #lol,2
bro Oru vattam koodi kandupidikkanam ivide. 😠  #toxic,0
omg Majja avi gayi yaar 😍 🔥,1
Had a great day today 😊 😡,1
Nee brain unda? 😤 #life,2
bruh Facebook e ekta nice post dekhlam.  #funny,1
Pichhodu la undev 😠  #life,2
omg Loosu madhiri pesatha!,2
"lmao Get out of here, nobody wants your kind.",0
Tane kai samajh pade che? 😤,2
lmao Avanga varatha thadunga. Bad influence. 🔥 #funny,0
wtf A community tho matladadam waste.,0
bruh People like you are the worst. Disgusting. 😤 #fail,0
Class la nalla fun pannom. 💯 #lol,1
lol Majja avi gayi yaar 😍  #toxic,1
Loosu madhiri pesatha! 🙄,2
Nee brain unda? 😂 #lol,2
"Get out of here, nobody wants your kind.",0
lol Cinemata darun chhilo!,1
You're such a loser 😤 🙄,2
Eda thettu parayanam! 😡,2
Avarude samuham mosham aanallo.,0
bro Un community ku inga edam illa. 👍,0
Pichhodu la undev 😠,2
Tum jaise log desh ke liye threat ho.,0
"idk Get out of here, nobody wants your kind.",0
bruh People like you are the worst. Disgusting.,0
lol Inka hona hi problem hai. 🔥 #savage,0
Oder dekhe ekhane ashte ichhe kore na. 🔥,0
Ki faltu gatha korchis re!,2
Vallaki place ledu ikkada.  #fail,0
Oder community er kono jayga nei ekhane. 😂,0
Un community ku inga edam illa. 🙄,0
lol College ni picnic best hati.,1
Oru vattam koodi kandupidikkanam ivide. 😠,0
bruh Nalla rasam undayirunnu.  #funny,1
Tu kitna pagal hai bro 😒 😭 #funny,2
Vallaki place ledu ikkada.,0
Tane kai samajh pade che? 😤 😭 #mood,2
lmao Majja avi gayi yaar 😍 👎,1
Nethu movie super da 😍 👎,1
idk Loosu madhiri pesatha! 😤 #toxic,2
College ni picnic best hati. 😭,1
Ane ena jivata hoy to problem che.,0
Inka hona hi problem hai.,0
sis Poyi valarnnu vaa da! 😒,2
Cafe il poyi chaya kudichu ☕ 😡,1
idk Loosu madhiri pesatha!,2
Nee onnum ariyilla alle 😑,2
bruh Majja avi gayi yaar 😍,1
Ninna movie chala bagundhi. 😎,1
Nalla rasam undayirunnu.,1
Avarude samuham mosham aanallo. 😂,0
wtf Ki faltu gatha korchis re! 😡,2
smh Oru vattam koodi kandupidikkanam ivide. 😠 😎,0
"Avanga ellarum same thaan, useless.",0
lmao Cricket match mast tha! 🔥,1
Dost sathe garba karela 🎉 🙄,1
"Avanga ellarum same thaan, useless. 👎",0
Nee romba irritating da 🤬 💯 #lol,2
Aaj mausam suhana hai 😍  #toxic,1
lmao Kya faltu baatein kar raha hai 😑 🙄,2
Cricket match mast tha!,1
Tu kitna pagal hai bro 😒,2
A community tho matladadam waste. 😂 #life,0
Enna da pannra? Waste fellow!  #mood,2
Avanga varatha thadunga. Bad influence.,0
Loosu madhiri pesatha! 😡 #life,2
Tui akdom pagol naki? 😤 #lol,2
sis Kya faltu baatein kar raha hai 😑 😡 #mood,2
lmao Tui akdom pagol naki?  #lol,2
Majja avi gayi yaar 😍 😭 #lol,1
bruh A loko to desh ma j nahi joie. 🔥,0
Ninna movie chala bagundhi.,1
Class la nalla fun pannom. 😭 #savage,1
Cricket match mast tha! 😎,1
This community should be banned!,0
idk A loko to desh ma j nahi joie.,0
omg Aayana laanti vaallu problem. 😡 🙄,0
bruh People like you are the worst. Disgusting. 😤,0
Tane kai samajh pade che? 😤  #fail,2
bruh Pichhodu la undev 😠,2
Facebook e ekta nice post dekhlam.  #lol,1
Faltu ma na bol ne! 👎,2
Oder community er kono jayga nei ekhane.,0
Avide karikal onnum venda.  #funny,0
bruh You're such a loser 😤 😤 #lol,2
Had a great day today 😊 👍,1
smh Tui akdom pagol naki? 👍 #lol,2
wtf Friends tho hangout super ga undhi. 😎,1
Doston ke saath masti kar raha hu!,1
College ni picnic best hati. 🔥 #toxic,1
smh Apni community leke chale jao yahan se.,0
lol A community tho matladadam waste.  #life,0
wtf Avanga varatha thadunga. Bad influence. 😤,0
Cricket match mast tha! 🙄 #fail,1
Apni community leke chale jao yahan se. 🙄 #funny,0
sis That was dumb af bro 🙄 😂,2
bro What a game! Loved it 🔥 😎,1
Class la nalla fun pannom.  #fail,1
Ei dhoroner lokera khub baje. 👍 #life,0
Bakwaas band kar idiot!  #toxic,2
bruh Faltu ma na bol ne!,2
lol Class la nalla fun pannom. 😂 #fail,1
smh Avi mentality waala loko kharab che. 💯 #life,0
Inka hona hi problem hai. 👍,0
smh Ki faltu gatha korchis re! 👍 #mood,2
omg Avi mentality waala loko kharab che. 😭,0
lol Loosu madhiri pesatha! 👎,2
idk Had a great day today 😊 👎,1
Eda thettu parayanam!,2
Tum jaise log desh ke liye threat ho. 👎,0
Tui akdom pagol naki? 👎,2
idk Nee brain unda?,2
Eda thettu parayanam! 🔥,2
lmao Chilling with friends #goodvibes,1
"idk Get out of here, nobody wants your kind. 😤",0
lmao Nee onnum ariyilla alle 😑,2
Nalla rasam undayirunnu.,1
Ninna movie chala bagundhi.,1
smh Friends tho hangout super ga undhi. 💯,1
Nalla rasam undayirunnu. 🔥,1
Oder dekhe ekhane ashte ichhe kore na. 💯,0
Oder community er kono jayga nei ekhane.  #funny,0
idk Aayana laanti vaallu problem. 😡 💯,0
Nee brain unda? 🙄 #mood,2
Apni community leke chale jao yahan se.,0
bro Tane kai samajh pade che? 😤 😡,2
Apni community leke chale jao yahan se.,0
smh Cinemata darun chhilo!,1
bruh Tu kitna pagal hai bro 😒,2
Kya faltu baatein kar raha hai 😑 💯,2
Aayana laanti vaallu problem. 😡 👍,0
Chilling with friends #goodvibes,1
Tor matha thik ache? 🙄 #life,2
omg Majja avi gayi yaar 😍,1
lmao Edo matladtunnadu pakkalo 😒  #toxic,2
Inko coffee tho chill 😎 😂,1
sis Tari vaat samdi ne hasi avi gayi 🤣,2
Nalla rasam undayirunnu. 🔥,1
bro Edo matladtunnadu pakkalo 😒,2
lol Avanga varatha thadunga. Bad influence. 👍 #funny,0
"omg Get out of here, nobody wants your kind.",0
Bakwaas band kar idiot! 🙄,2
bruh Bakwaas band kar idiot! 👎,2
wtf Enna da pannra? Waste fellow! 😤,2
idk A community tho matladadam waste.,0
Can't believe u said that. Idiot!,2
smh Inka hona hi problem hai.  #funny,0
Kya faltu baatein kar raha hai 😑 🙄,2
Pichhodu la undev 😠 😡,2
lol Inka hona hi problem hai. 👍 #fail,0
bro Inko coffee tho chill 😎 😡,1
bruh Majja avi gayi yaar 😍 😭 #savage,1
sis Aayana laanti vaallu problem. 😡,0
This community should be banned!  #fail,0
Tane kai samajh pade che? 😤,2
What a game! Loved it 🔥 😂,1
bruh Avarude samuham mosham aanallo. 😭,0
Facebook e ekta nice post dekhlam.,1
idk Bakwaas band kar idiot! 🔥,2
Class la nalla fun pannom.,1
Tum jaise log desh ke liye threat ho. 😭 #lol,0
Aayana laanti vaallu problem. 😡,0
This community should be banned! 😎 #funny,0
A community tho matladadam waste.,0
Tu kitna pagal hai bro 😒,2
Un community ku inga edam illa. 😎 #toxic,0
omg Iniki lunch biriyani! 😋  #fail,1
Tum jaise log desh ke liye threat ho. 🔥 #funny,0
Edo matladtunnadu pakkalo 😒 🔥 #lol,2
bruh Bakwaas band kar idiot! 👎 #life,2
sis Oder community er kono jayga nei ekhane. 😎,0
smh Ane ena jivata hoy to problem che.  #toxic,0
wtf Nee brain unda?,2
Nee onnum ariyilla alle 😑,2
A community tho matladadam waste. 😡,0
sis Avide karikal onnum venda.  #funny,0
lmao Can't believe u said that. Idiot!,2
Ki faltu gatha korchis re!  #life,2
lmao Avide karikal onnum venda. 🔥,0
You're such a loser 😤  #lol,2
Cafe il poyi chaya kudichu ☕,1
Tui akdom pagol naki?,2
sis Ane ena jivata hoy to problem che. 👍 #mood,0
bro What a game! Loved it 🔥 😤,1
A loko to desh ma j nahi joie.  #savage,0
idk Can't believe u said that. Idiot!  #mood,2
bruh Apni community leke chale jao yahan se.,0
Nalla rasam undayirunnu. 😎,1
Facebook e ekta nice post dekhlam.,1
"Get out of here, nobody wants your kind.",0
omg Enna da pannra? Waste fellow!  #fail,2
Bakwaas band kar idiot!,2
Ane ena jivata hoy to problem che. 👎,0
Inka hona hi problem hai.,0
sis Ei dhoroner lokera khub baje.,0
Oru vattam koodi kandupidikkanam ivide. 😠 😎 #toxic,0
Avarude samuham mosham aanallo.,0
Oder community er kono jayga nei ekhane.  #toxic,0
Ane ena jivata hoy to problem che.  #funny,0
Kya faltu baatein kar raha hai 😑 👎,2
omg This community should be banned!  #lol,0
Oder community er kono jayga nei ekhane.  #mood,0
wtf Tui akdom pagol naki?  #savage,2
"smh Get out of here, nobody wants your kind. 👍",0
bro Cinemata darun chhilo!  #mood,1
Friends tho hangout super ga undhi. 😭,1
A loko to desh ma j nahi joie. 😂,0
Facebook e ekta nice post dekhlam. 🙄 #toxic,1
Poyi valarnnu vaa da! 😒 😤,2
Avi mentality waala loko kharab che. 🙄,0
"Avanga ellarum same thaan, useless. 👍 #funny",0
wtf Nethu movie super da 😍,1
Faltu ma na bol ne!  #life,2
