text,label
Pichhodu la undev 😠,offensive
Tum jaise log desh ke liye threat ho.,hate_speech
"idk Get out of here, nobody wants your kind.",hate_speech
bruh People like you are the worst. Disgusting.,hate_speech
lol Inka hona hi problem hai. 🔥 #savage,hate_speech
Oder dekhe ekhane ashte ichhe kore na. 🔥,hate_speech
Ki faltu gatha korchis re!,offensive
Vallaki place ledu ikkada.  #fail,hate_speech
Oder community er kono jayga nei ekhane. 😂,hate_speech
Un community ku inga edam illa. 🙄,hate_speech
lol College ni picnic best hati.,neutral
Oru vattam koodi kandupidikkanam ivide. 😠,hate_speech
bruh Nalla rasam undayirunnu.  #funny,neutral
Tu kitna pagal hai bro 😒 😭 #funny,offensive
Vallaki place ledu ikkada.,hate_speech
Tane kai samajh pade che? 😤 😭 #mood,offensive
lmao Majja avi gayi yaar 😍 👎,neutral
Nethu movie super da 😍 👎,neutral
idk Loosu madhiri pesatha! 😤 #toxic,offensive
College ni picnic best hati. 😭,neutral
Ane ena jivata hoy to problem che.,hate_speech
Inka hona hi problem hai.,hate_speech
sis Poyi valarnnu vaa da! 😒,offensive
Cafe il poyi chaya kudichu ☕ 😡,neutral
idk Loosu madhiri pesatha!,offensive
Nee onnum ariyilla alle 😑,offensive
bruh Majja avi gayi yaar 😍,neutral
Ninna movie chala bagundhi. 😎,neutral
Nalla rasam undayirunnu.,neutral
Avarude samuham mosham aanallo. 😂,hate_speech
wtf Ki faltu gatha korchis re! 😡,offensive
smh Oru vattam koodi kandupidikkanam ivide. 😠 😎,hate_speech
"Avanga ellarum same thaan, useless.",hate_speech
lmao Cricket match mast tha! 🔥,neutral
Dost sathe garba karela 🎉 🙄,neutral
"Avanga ellarum same thaan, useless. 👎",hate_speech
Nee romba irritating da 🤬 💯 #lol,offensive
Aaj mausam suhana hai 😍  #toxic,neutral
lmao Kya faltu baatein kar raha hai 😑 🙄,offensive
Cricket match mast tha!,neutral
Tu kitna pagal hai bro 😒,offensive
A community tho matladadam waste. 😂 #life,hate_speech
Enna da pannra? Waste fellow!  #mood,offensive
Avanga varatha thadunga. Bad influence.,hate_speech
Loosu madhiri pesatha! 😡 #life,offensive
Tui akdom pagol naki? 😤 #lol,offensive
sis Kya faltu baatein kar raha hai 😑 😡 #mood,offensive
lmao Tui akdom pagol naki?  #lol,offensive
Majja avi gayi yaar 😍 😭 #lol,neutral
bruh A loko to desh ma j nahi joie. 🔥,hate_speech
Ninna movie chala bagundhi.,neutral
Class la nalla fun pannom. 😭 #savage,neutral
Cricket match mast tha! 😎,neutral
This community should be banned!,hate_speech
idk A loko to desh ma j nahi joie.,hate_speech
omg Aayana laanti vaallu problem. 😡 🙄,hate_speech
bruh People like you are the worst. Disgusting. 😤,hate_speech
Tane kai samajh pade che? 😤  #fail,offensive
bruh Pichhodu la undev 😠,offensive
Facebook e ekta nice post dekhlam.  #lol,neutral
Faltu ma na bol ne! 👎,offensive
Oder community er kono jayga nei ekhane.,hate_speech
Avide karikal onnum venda.  #funny,hate_speech
bruh You're such a loser 😤 😤 #lol,offensive
Had a great day today 😊 👍,neutral
smh Tui akdom pagol naki? 👍 #lol,offensive
wtf Friends tho hangout super ga undhi. 😎,neutral
Doston ke saath masti kar raha hu!,neutral
College ni picnic best hati. 🔥 #toxic,neutral
smh Apni community leke chale jao yahan se.,hate_speech
lol A community tho matladadam waste.  #life,hate_speech
wtf Avanga varatha thadunga. Bad influence. 😤,hate_speech
Cricket match mast tha! 🙄 #fail,neutral
Apni community leke chale jao yahan se. 🙄 #funny,hate_speech
sis That was dumb af bro 🙄 😂,offensive
bro What a game! Loved it 🔥 😎,neutral
Class la nalla fun pannom.  #fail,neutral
Ei dhoroner lokera khub baje. 👍 #life,hate_speech
Bakwaas band kar idiot!  #toxic,offensive
bruh Faltu ma na bol ne!,offensive
lol Class la nalla fun pannom. 😂 #fail,neutral
smh Avi mentality waala loko kharab che. 💯 #life,hate_speech
Inka hona hi problem hai. 👍,hate_speech
smh Ki faltu gatha korchis re! 👍 #mood,offensive
omg Avi mentality waala loko kharab che. 😭,hate_speech
lol Loosu madhiri pesatha! 👎,offensive
idk Had a great day today 😊 👎,neutral
Eda thettu parayanam!,offensive
Tum jaise log desh ke liye threat ho. 👎,hate_speech
Tui akdom pagol naki? 👎,offensive
idk Nee brain unda?,offensive
Eda thettu parayanam! 🔥,offensive
lmao Chilling with friends #goodvibes,neutral
"idk Get out of here, nobody wants your kind. 😤",hate_speech
lmao Nee onnum ariyilla alle 😑,offensive
Nalla rasam undayirunnu.,neutral
Ninna movie chala bagundhi.,neutral
smh Friends tho hangout super ga undhi. 💯,neutral
Nalla rasam undayirunnu. 🔥,neutral
Oder dekhe ekhane ashte ichhe kore na. 💯,hate_speech
Oder community er kono jayga nei ekhane.  #funny,hate_speech
idk Aayana laanti vaallu problem. 😡 💯,hate_speech
Nee brain unda? 🙄 #mood,offensive
Apni community leke chale jao yahan se.,hate_speech
bro Tane kai samajh pade che? 😤 😡,offensive
Apni community leke chale jao yahan se.,hate_speech
smh Cinemata darun chhilo!,neutral
bruh Tu kitna pagal hai bro 😒,offensive
Kya faltu baatein kar raha hai 😑 💯,offensive
Aayana laanti vaallu problem. 😡 👍,hate_speech
Chilling with friends #goodvibes,neutral
Tor matha thik ache? 🙄 #life,offensive
omg Majja avi gayi yaar 😍,neutral
lmao Edo matladtunnadu pakkalo 😒  #toxic,offensive
Inko coffee tho chill 😎 😂,neutral
sis Tari vaat samdi ne hasi avi gayi 🤣,offensive
Nalla rasam undayirunnu. 🔥,neutral
bro Edo matladtunnadu pakkalo 😒,offensive
lol Avanga varatha thadunga. Bad influence. 👍 #funny,hate_speech
"omg Get out of here, nobody wants your kind.",hate_speech
Bakwaas band kar idiot! 🙄,offensive
bruh Bakwaas band kar idiot! 👎,offensive
wtf Enna da pannra? Waste fellow! 😤,offensive
idk A community tho matladadam waste.,hate_speech
Can't believe u said that. Idiot!,offensive
smh Inka hona hi problem hai.  #funny,hate_speech
Kya faltu baatein kar raha hai 😑 🙄,offensive
Pichhodu la undev 😠 😡,offensive
lol Inka hona hi problem hai. 👍 #fail,hate_speech
bro Inko coffee tho chill 😎 😡,neutral
bruh Majja avi gayi yaar 😍 😭 #savage,neutral
sis Aayana laanti vaallu problem. 😡,hate_speech
This community should be banned!  #fail,hate_speech
Tane kai samajh pade che? 😤,offensive
What a game! Loved it 🔥 😂,neutral
bruh Avarude samuham mosham aanallo. 😭,hate_speech
Facebook e ekta nice post dekhlam.,neutral
idk Bakwaas band kar idiot! 🔥,offensive
Class la nalla fun pannom.,neutral
Tum jaise log desh ke liye threat ho. 😭 #lol,hate_speech
Aayana laanti vaallu problem. 😡,hate_speech
This community should be banned! 😎 #funny,hate_speech
A community tho matladadam waste.,hate_speech
Tu kitna pagal hai bro 😒,offensive
Un community ku inga edam illa. 😎 #toxic,hate_speech
omg Iniki lunch biriyani! 😋  #fail,neutral
Tum jaise log desh ke liye threat ho. 🔥 #funny,hate_speech
Edo matladtunnadu pakkalo 😒 🔥 #lol,offensive
bruh Bakwaas band kar idiot! 👎 #life,offensive
sis Oder community er kono jayga nei ekhane. 😎,hate_speech
smh Ane ena jivata hoy to problem che.  #toxic,hate_speech
wtf Nee brain unda?,offensive
Nee onnum ariyilla alle 😑,offensive
A community tho matladadam waste. 😡,hate_speech
sis Avide karikal onnum venda.  #funny,hate_speech
lmao Can't believe u said that. Idiot!,offensive
Ki faltu gatha korchis re!  #life,offensive
lmao Avide karikal onnum venda. 🔥,hate_speech
You're such a loser 😤  #lol,offensive
Cafe il poyi chaya kudichu ☕,neutral
Tui akdom pagol naki?,offensive
sis Ane ena jivata hoy to problem che. 👍 #mood,hate_speech
bro What a game! Loved it 🔥 😤,neutral
A loko to desh ma j nahi joie.  #savage,hate_speech
idk Can't believe u said that. Idiot!  #mood,offensive
bruh Apni community leke chale jao yahan se.,hate_speech
Nalla rasam undayirunnu. 😎,neutral
Facebook e ekta nice post dekhlam.,neutral
"Get out of here, nobody wants your kind.",hate_speech
omg Enna da pannra? Waste fellow!  #fail,offensive
Bakwaas band kar idiot!,offensive
Ane ena jivata hoy to problem che. 👎,hate_speech
Inka hona hi problem hai.,hate_speech
sis Ei dhoroner lokera khub baje.,hate_speech
Oru vattam koodi kandupidikkanam ivide. 😠 😎 #toxic,hate_speech
Avarude samuham mosham aanallo.,hate_speech
Oder community er kono jayga nei ekhane.  #toxic,hate_speech
Ane ena jivata hoy to problem che.  #funny,hate_speech
Kya faltu baatein kar raha hai 😑 👎,offensive
omg This community should be banned!  #lol,hate_speech
Oder community er kono jayga nei ekhane.  #mood,hate_speech
wtf Tui akdom pagol naki?  #savage,offensive
"smh Get out of here, nobody wants your kind. 👍",hate_speech
bro Cinemata darun chhilo!  #mood,neutral
Friends tho hangout super ga undhi. 😭,neutral
A loko to desh ma j nahi joie. 😂,hate_speech
Facebook e ekta nice post dekhlam. 🙄 #toxic,neutral
Poyi valarnnu vaa da! 😒 😤,offensive
Avi mentality waala loko kharab che. 🙄,hate_speech
"Avanga ellarum same thaan, useless. 👍 #funny",hate_speech
wtf Nethu movie super da 😍,neutral
Faltu ma na bol ne!  #life,offensive
Cricket match mast tha! 😡 #funny,neutral
Kya faltu baatein kar raha hai 😑  #toxic,offensive
Avi mentality waala loko kharab che. 👎,hate_speech
Tor matha thik ache? 👍,offensive
Vallaki place ledu ikkada.,hate_speech
omg Nee brain unda?,offensive
Nalla rasam undayirunnu.  #toxic,neutral
smh Bakwaas band kar idiot! 🙄 #funny,offensive
smh Ki faltu gatha korchis re!  #mood,offensive
lmao Facebook e ekta nice post dekhlam. 👍,neutral
wtf Bakwaas band kar idiot!,offensive
sis Poyi valarnnu vaa da! 😒 😂 #savage,offensive
lol Pichhodu la undev 😠,offensive
People like you are the worst. Disgusting.,hate_speech
idk Apni community leke chale jao yahan se.  #fail,hate_speech
Avide karikal onnum venda.,hate_speech
Nee onnum ariyilla alle 😑 💯,offensive
Nalla rasam undayirunnu. 😤,neutral
smh Oder dekhe ekhane ashte ichhe kore na.,hate_speech
lmao Iniki lunch biriyani! 😋 😤,neutral
bruh This community should be banned!,hate_speech
A loko to desh ma j nahi joie.,hate_speech
smh Tu kitna pagal hai bro 😒 🙄,offensive
bro Enna da pannra? Waste fellow!,offensive
Tane kai samajh pade che? 😤 😡,offensive
This community should be banned! 💯,hate_speech
Ei dhoroner lokera khub baje.,hate_speech
Avi mentality waala loko kharab che.  #fail,hate_speech
Ki faltu gatha korchis re!,offensive
sis Tari vaat samdi ne hasi avi gayi 🤣,offensive
Avanga varatha thadunga. Bad influence.  #mood,hate_speech
Bakwaas band kar idiot!,offensive
smh Majja avi gayi yaar 😍  #life,neutral
Innu college nannayirunnu 😄,neutral
bruh That was dumb af bro 🙄  #life,offensive
Bakwaas band kar idiot! 👍 #toxic,offensive
lol Chilling with friends #goodvibes 😂 #savage,neutral
lol Avi mentality waala loko kharab che.,hate_speech
smh Nee brain unda?  #funny,offensive
Majja avi gayi yaar 😍,neutral
idk Ninna movie chala bagundhi.,neutral
omg Tane kai samajh pade che? 😤  #savage,offensive
idk Ajke raat bhalo lagche 😌  #life,neutral
sis Had a great day today 😊 🙄,neutral
bro Innu college nannayirunnu 😄 😎 #toxic,neutral
sis Oru vattam koodi kandupidikkanam ivide. 😠,hate_speech
bro Aayana laanti vaallu problem. 😡 😎,hate_speech
omg Loosu madhiri pesatha! 😡,offensive
bro Facebook e ekta nice post dekhlam.,neutral
Tane kai samajh pade che? 😤  #mood,offensive
Avi mentality waala loko kharab che. 😭,hate_speech
omg Ki faltu gatha korchis re!  #funny,offensive
idk That was dumb af bro 🙄 😤,offensive
Cricket match mast tha!  #fail,neutral
sis Cafe il poyi chaya kudichu ☕,neutral
smh Aaj mausam suhana hai 😍  #funny,neutral
Innu college nannayirunnu 😄 👎,neutral
Can't believe u said that. Idiot!  #fail,offensive
Nee brain unda?,offensive
omg Enna da pannra? Waste fellow! 😡,offensive
Edo matladtunnadu pakkalo 😒,offensive
sis Nalla rasam undayirunnu. 👍,neutral
smh That was dumb af bro 🙄,offensive
You're such a loser 😤 🙄,offensive
bruh Tor matha thik ache? 🔥,offensive
sis Majja avi gayi yaar 😍  #mood,neutral
sis Tum jaise log desh ke liye threat ho.  #toxic,hate_speech
lol Cricket match mast tha!  #lol,neutral
lol Cinemata darun chhilo!,neutral
Ei dhoroner lokera khub baje. 😤 #funny,hate_speech
smh Tu kitna pagal hai bro 😒 😂,offensive
bro Nee brain unda?,offensive
smh Ajke raat bhalo lagche 😌,neutral
That was dumb af bro 🙄 😤 #toxic,offensive
bro Aaj mausam suhana hai 😍 👎,neutral
lmao This community should be banned! 😂 #mood,hate_speech
wtf Oru vattam koodi kandupidikkanam ivide. 😠 😭,hate_speech
Innu college nannayirunnu 😄 😤,neutral
College ni picnic best hati.,neutral
idk Poyi valarnnu vaa da! 😒  #fail,offensive
Tui akdom pagol naki?  #lol,offensive
Vallaki place ledu ikkada. 🔥,hate_speech
omg Bakwaas band kar idiot!,offensive
omg Apni community leke chale jao yahan se. 👎,hate_speech
bro Tane kai samajh pade che? 😤 🔥,offensive
bro Doston ke saath masti kar raha hu! 😭,neutral
sis Nee onnum ariyilla alle 😑 💯 #life,offensive
Loosu madhiri pesatha! 👎,offensive
People like you are the worst. Disgusting. 😂 #funny,hate_speech
Pichhodu la undev 😠,offensive
Nalla rasam undayirunnu.,neutral
idk Cinemata darun chhilo! 😤 #fail,neutral
omg Ane ena jivata hoy to problem che. 😤,hate_speech
Inko coffee tho chill 😎  #life,neutral
lol Edo matladtunnadu pakkalo 😒,offensive
Tum jaise log desh ke liye threat ho.,hate_speech
Faltu ma na bol ne!,offensive
Majja avi gayi yaar 😍,neutral
Loosu madhiri pesatha! 👍,offensive
Had a great day today 😊 🙄,neutral
smh Edo matladtunnadu pakkalo 😒 😡 #fail,offensive
Avide karikal onnum venda. 😎,hate_speech
bruh Friends tho hangout super ga undhi.,neutral
Tane kai samajh pade che? 😤,offensive
lmao Avanga varatha thadunga. Bad influence.,hate_speech
Un community ku inga edam illa. 😭,hate_speech
bruh Avanga varatha thadunga. Bad influence.,hate_speech
Edo matladtunnadu pakkalo 😒,offensive
Eda thettu parayanam!  #funny,offensive
Tum jaise log desh ke liye threat ho. 😂 #life,hate_speech
Tor matha thik ache?,offensive
smh Ei dhoroner lokera khub baje.,hate_speech
"bruh Get out of here, nobody wants your kind.  #life",hate_speech
Cafe il poyi chaya kudichu ☕,neutral
"lol Avanga ellarum same thaan, useless. 🙄 #fail",hate_speech
"bro Get out of here, nobody wants your kind. 😭 #toxic",hate_speech
Eda thettu parayanam!,offensive
bruh Bakwaas band kar idiot! 👎,offensive
A community tho matladadam waste.,hate_speech
Aayana laanti vaallu problem. 😡 😭,hate_speech
Tu kitna pagal hai bro 😒  #funny,offensive
Ei dhoroner lokera khub baje. 🙄,hate_speech
bro Cricket match mast tha! 😭,neutral
This community should be banned!  #savage,hate_speech
bruh Class la nalla fun pannom. 👍,neutral
Aaj mausam suhana hai 😍,neutral
smh Ane ena jivata hoy to problem che.,hate_speech
bro Loosu madhiri pesatha! 😎,offensive
Bakwaas band kar idiot!,offensive
idk Tum jaise log desh ke liye threat ho.  #toxic,hate_speech
bruh Apni community leke chale jao yahan se. 😭,hate_speech
Nee romba irritating da 🤬 😡 #life,offensive
smh Loosu madhiri pesatha!,offensive
Nee brain unda?,offensive
Poyi valarnnu vaa da! 😒 🔥,offensive
Cricket match mast tha! 🙄,neutral
Avarude samuham mosham aanallo. 😂,hate_speech
lmao Cafe il poyi chaya kudichu ☕ 🔥,neutral
lmao Nethu movie super da 😍  #lol,neutral
idk You're such a loser 😤,offensive
bruh Oder dekhe ekhane ashte ichhe kore na.,hate_speech
Tor matha thik ache? 😭,offensive
Ajke raat bhalo lagche 😌,neutral
A loko to desh ma j nahi joie. 😂,hate_speech
bruh Cafe il poyi chaya kudichu ☕,neutral
Tane kai samajh pade che? 😤,offensive
Poyi valarnnu vaa da! 😒 😭,offensive
idk Apni community leke chale jao yahan se.  #life,hate_speech
"bro Get out of here, nobody wants your kind. 😂 #life",hate_speech
Vallaki place ledu ikkada. 💯,hate_speech
lmao Cinemata darun chhilo!  #life,neutral
bruh A loko to desh ma j nahi joie.,hate_speech
Chilling with friends #goodvibes 😭,neutral
lol Doston ke saath masti kar raha hu!,neutral
This community should be banned!,hate_speech
wtf Avi mentality waala loko kharab che. 🔥,hate_speech
Edo matladtunnadu pakkalo 😒,offensive
omg Ninna movie chala bagundhi. 😭,neutral
Eda thettu parayanam! 🙄 #mood,offensive
sis Innu college nannayirunnu 😄,neutral
A loko to desh ma j nahi joie. 😡,hate_speech
bro Bakwaas band kar idiot!,offensive
Ninna movie chala bagundhi.,neutral
Oru vattam koodi kandupidikkanam ivide. 😠,hate_speech
sis Eda thettu parayanam! 🙄,offensive
sis Tari vaat samdi ne hasi avi gayi 🤣 👎,offensive
Ei dhoroner lokera khub baje. 😭 #savage,hate_speech
Nalla rasam undayirunnu. 💯,neutral
bro Nee romba irritating da 🤬 😎,offensive
bruh A community tho matladadam waste.,hate_speech
"Get out of here, nobody wants your kind. 🔥",hate_speech
sis Ki faltu gatha korchis re! 🙄,offensive
Iniki lunch biriyani! 😋 😂,neutral
Nalla rasam undayirunnu. 😭,neutral
bruh Poyi valarnnu vaa da! 😒 😤 #mood,offensive
Nee romba irritating da 🤬 👎,offensive
College ni picnic best hati.,neutral
bruh Tui akdom pagol naki? 😡,offensive
wtf Avanga varatha thadunga. Bad influence.,hate_speech
lmao You're such a loser 😤,offensive
Tu kitna pagal hai bro 😒 😡,offensive
Bakwaas band kar idiot!,offensive
smh Nee onnum ariyilla alle 😑,offensive
Pichhodu la undev 😠  #mood,offensive
You're such a loser 😤,offensive
smh Enna da pannra? Waste fellow! 😂,offensive
omg Avarude samuham mosham aanallo.  #funny,hate_speech
sis Majja avi gayi yaar 😍  #mood,neutral
lol Had a great day today 😊,neutral
smh Ninna movie chala bagundhi.,neutral
Iniki lunch biriyani! 😋  #funny,neutral
Class la nalla fun pannom. 👎 #funny,neutral
lmao Oder community er kono jayga nei ekhane. 😤,hate_speech
Nalla rasam undayirunnu. 🙄,neutral
Class la nalla fun pannom.,neutral
Cinemata darun chhilo!,neutral
Apni community leke chale jao yahan se.,hate_speech
bruh Majja avi gayi yaar 😍,neutral
Pichhodu la undev 😠 😭,offensive
lmao Nalla rasam undayirunnu.,neutral
idk Loosu madhiri pesatha!  #savage,offensive
Oru vattam koodi kandupidikkanam ivide. 😠,hate_speech
wtf Tui akdom pagol naki?,offensive
omg Enna da pannra? Waste fellow! 😂 #mood,offensive
smh Had a great day today 😊 😡,neutral
bro Aaj mausam suhana hai 😍,neutral
You're such a loser 😤,offensive
People like you are the worst. Disgusting. 😂 #savage,hate_speech
Dost sathe garba karela 🎉,neutral
Ei dhoroner lokera khub baje.,hate_speech
Avi mentality waala loko kharab che. 👎,hate_speech
"Get out of here, nobody wants your kind. 👎",hate_speech
"Get out of here, nobody wants your kind. 😂",hate_speech
Cafe il poyi chaya kudichu ☕,neutral
This community should be banned!,hate_speech
Had a great day today 😊,neutral
smh Ane ena jivata hoy to problem che. 🔥,hate_speech
lol Tari vaat samdi ne hasi avi gayi 🤣  #funny,offensive
bruh Nee romba irritating da 🤬,offensive
idk Avide karikal onnum venda.  #fail,hate_speech
wtf Avarude samuham mosham aanallo.,hate_speech
Avanga varatha thadunga. Bad influence.,hate_speech
sis Chilling with friends #goodvibes 😤,neutral
Majja avi gayi yaar 😍,neutral
Un community ku inga edam illa. 😤,hate_speech
Bakwaas band kar idiot! 😤 #mood,offensive
lmao That was dumb af bro 🙄 👍,offensive
idk Tu kitna pagal hai bro 😒 😡,offensive
omg Cricket match mast tha! 😂,neutral
Vallaki place ledu ikkada.,hate_speech
smh You're such a loser 😤,offensive
A community tho matladadam waste. 👎,hate_speech
Ajke raat bhalo lagche 😌 😂,neutral
Eda thettu parayanam! 😡,offensive
Oder dekhe ekhane ashte ichhe kore na.  #life,hate_speech
Majja avi gayi yaar 😍 😭,neutral
omg Loosu madhiri pesatha!,offensive
idk Tu kitna pagal hai bro 😒,offensive
lmao Dost sathe garba karela 🎉 👎,neutral
Ninna movie chala bagundhi. 😎,neutral
Dost sathe garba karela 🎉,neutral
You're such a loser 😤 😭,offensive
Faltu ma na bol ne! 🙄,offensive
Loosu madhiri pesatha!  #mood,offensive
That was dumb af bro 🙄,offensive
bruh Nee romba irritating da 🤬 😎 #life,offensive
Bakwaas band kar idiot!,offensive
Tari vaat samdi ne hasi avi gayi 🤣 😡,offensive
What a game! Loved it 🔥 👎 #life,neutral
Vallaki place ledu ikkada. 👍,hate_speech
Bakwaas band kar idiot! 😭,offensive
Avarude samuham mosham aanallo. 😎,hate_speech
lol Ki faltu gatha korchis re!  #savage,offensive
bruh Apni community leke chale jao yahan se. 😎 #fail,hate_speech
wtf Vallaki place ledu ikkada. 😡,hate_speech
bruh Un community ku inga edam illa. 😡,hate_speech
lol Oder dekhe ekhane ashte ichhe kore na. 😤,hate_speech
smh Enna da pannra? Waste fellow! 👎,offensive
lmao This community should be banned! 😡 #toxic,hate_speech
"Get out of here, nobody wants your kind.",hate_speech
Cricket match mast tha!,neutral
bro Tari vaat samdi ne hasi avi gayi 🤣 🔥,offensive
Class la nalla fun pannom.,neutral
Ei dhoroner lokera khub baje.,hate_speech
Kya faltu baatein kar raha hai 😑 😤,offensive
lmao Friends tho hangout super ga undhi.,neutral
Edo matladtunnadu pakkalo 😒,offensive
wtf Aayana laanti vaallu problem. 😡,hate_speech
Majja avi gayi yaar 😍  #fail,neutral
wtf Had a great day today 😊  #toxic,neutral
Oder dekhe ekhane ashte ichhe kore na.  #fail,hate_speech
sis Nee romba irritating da 🤬 🙄,offensive
lol Oder community er kono jayga nei ekhane. 👍,hate_speech
sis Iniki lunch biriyani! 😋,neutral
wtf People like you are the worst. Disgusting.,hate_speech
sis Enna da pannra? Waste fellow! 👍,offensive
Poyi valarnnu vaa da! 😒  #life,offensive
Facebook e ekta nice post dekhlam.,neutral
wtf Chilling with friends #goodvibes 🙄,neutral
bro Faltu ma na bol ne!,offensive
Bakwaas band kar idiot!,offensive
That was dumb af bro 🙄,offensive
Cricket match mast tha!,neutral
Had a great day today 😊 🙄,neutral
You're such a loser 😤 👍,offensive
idk Class la nalla fun pannom. 👎,neutral
College ni picnic best hati. 🙄,neutral
idk Cinemata darun chhilo! 🔥,neutral
Pichhodu la undev 😠 😂,offensive
lmao Pichhodu la undev 😠 🙄,offensive
Kya faltu baatein kar raha hai 😑 😤,offensive
Oder community er kono jayga nei ekhane.  #savage,hate_speech
idk College ni picnic best hati.,neutral
Avanga varatha thadunga. Bad influence.,hate_speech
omg Ki faltu gatha korchis re!,offensive
idk Enna da pannra? Waste fellow!,offensive
bruh A loko to desh ma j nahi joie.,hate_speech
bruh Tum jaise log desh ke liye threat ho. 👍 #savage,hate_speech
Friends tho hangout super ga undhi.  #funny,neutral
Nee onnum ariyilla alle 😑,offensive
Nee romba irritating da 🤬,offensive
Innu college nannayirunnu 😄 😭,neutral
bro Nethu movie super da 😍  #funny,neutral
"Avanga ellarum same thaan, useless. 😎 #savage",hate_speech
idk That was dumb af bro 🙄,offensive
idk Vallaki place ledu ikkada.,hate_speech
College ni picnic best hati. 💯 #funny,neutral
omg Inko coffee tho chill 😎,neutral
Nalla rasam undayirunnu. 🔥,neutral
Oder community er kono jayga nei ekhane. 👍,hate_speech
wtf Cricket match mast tha!,neutral
Enna da pannra? Waste fellow!  #mood,offensive
Aayana laanti vaallu problem. 😡 👍,hate_speech
smh Oru vattam koodi kandupidikkanam ivide. 😠 😡,hate_speech
Oder dekhe ekhane ashte ichhe kore na. 🙄,hate_speech
Tor matha thik ache?,offensive
lmao Majja avi gayi yaar 😍  #mood,neutral
That was dumb af bro 🙄,offensive
A community tho matladadam waste.,hate_speech
idk Bakwaas band kar idiot!,offensive
Enna da pannra? Waste fellow!,offensive
That was dumb af bro 🙄 👎,offensive
Avanga varatha thadunga. Bad influence. 😭,hate_speech
What a game! Loved it 🔥,neutral
sis Enna da pannra? Waste fellow! 🙄,offensive
lmao Facebook e ekta nice post dekhlam. 😭 #life,neutral
That was dumb af bro 🙄,offensive
bro That was dumb af bro 🙄,offensive
idk Vallaki place ledu ikkada.,hate_speech
What a game! Loved it 🔥 😭 #lol,neutral
smh Tane kai samajh pade che? 😤,offensive
Nee onnum ariyilla alle 😑 😤 #funny,offensive
Oru vattam koodi kandupidikkanam ivide. 😠,hate_speech
lol Tor matha thik ache? 💯,offensive
Avide karikal onnum venda.,hate_speech
Tu kitna pagal hai bro 😒  #funny,offensive
smh People like you are the worst. Disgusting.  #mood,hate_speech
Nee onnum ariyilla alle 😑 😤 #funny,offensive
lol Nee brain unda? 😡,offensive
wtf Poyi valarnnu vaa da! 😒,offensive
bro Nee romba irritating da 🤬 👎,offensive
omg Chilling with friends #goodvibes 😎,neutral
idk Innu college nannayirunnu 😄  #life,neutral
sis Ajke raat bhalo lagche 😌,neutral
omg Nee brain unda? 👎,offensive
Edo matladtunnadu pakkalo 😒 😂 #fail,offensive
Cricket match mast tha! 😤,neutral
Tui akdom pagol naki?,offensive
Can't believe u said that. Idiot! 💯 #funny,offensive
Poyi valarnnu vaa da! 😒,offensive
Tu kitna pagal hai bro 😒 💯,offensive
Avarude samuham mosham aanallo. 😎 #fail,hate_speech
lol Pichhodu la undev 😠  #lol,offensive
Iniki lunch biriyani! 😋 🔥,neutral
omg Nalla rasam undayirunnu.,neutral
Poyi valarnnu vaa da! 😒,offensive
Tane kai samajh pade che? 😤,offensive
"wtf Get out of here, nobody wants your kind.  #mood",hate_speech
smh Oder dekhe ekhane ashte ichhe kore na.,hate_speech
Oder community er kono jayga nei ekhane.,hate_speech
omg Had a great day today 😊,neutral
Eda thettu parayanam!,offensive
Class la nalla fun pannom. 🙄 #lol,neutral
smh Tu kitna pagal hai bro 😒,offensive
"sis Get out of here, nobody wants your kind. 😎",hate_speech
lol Vallaki place ledu ikkada. 😭,hate_speech
smh What a game! Loved it 🔥,neutral
Friends tho hangout super ga undhi.,neutral
Pichhodu la undev 😠,offensive
lol Ajke raat bhalo lagche 😌,neutral
Un community ku inga edam illa. 😎 #toxic,hate_speech
People like you are the worst. Disgusting. 👎,hate_speech
bro Loosu madhiri pesatha! 😤,offensive
wtf Dost sathe garba karela 🎉 👎,neutral
Ajke raat bhalo lagche 😌 😡,neutral
Nalla rasam undayirunnu. 🔥 #lol,neutral
sis What a game! Loved it 🔥 👍,neutral
Ane ena jivata hoy to problem che. 👍,hate_speech
omg Nee onnum ariyilla alle 😑,offensive
Enna da pannra? Waste fellow!  #mood,offensive
Un community ku inga edam illa.  #mood,hate_speech
Avanga varatha thadunga. Bad influence. 😎,hate_speech
omg Tui akdom pagol naki? 🔥 #fail,offensive
Tor matha thik ache? 👎,offensive
Tum jaise log desh ke liye threat ho. 🔥,hate_speech
Nethu movie super da 😍 🔥,neutral
Tane kai samajh pade che? 😤,offensive
Vallaki place ledu ikkada.  #mood,hate_speech
Oder community er kono jayga nei ekhane.,hate_speech
idk Un community ku inga edam illa.,hate_speech
Avanga varatha thadunga. Bad influence. 😭,hate_speech
smh Nalla rasam undayirunnu. 😭 #fail,neutral
omg Nee brain unda? 🔥,offensive
Bakwaas band kar idiot!,offensive
idk Avanga varatha thadunga. Bad influence.,hate_speech
Enna da pannra? Waste fellow! 🔥,offensive
bruh Aayana laanti vaallu problem. 😡,hate_speech
Un community ku inga edam illa. 💯 #funny,hate_speech
sis Kya faltu baatein kar raha hai 😑,offensive
bro Poyi valarnnu vaa da! 😒  #savage,offensive
That was dumb af bro 🙄  #toxic,offensive
